specobjid,label,ra,dec,z,plate,mjd,fiberid,class,subclass,filepath,source_csv,redshift_filepath,noise_filepath,normalised_filepath,resampled_filepath
3.36751e+17,main_sequence,204.77985,0.55607354,0.000191122,299,51671,388,STAR,G2,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0299-51671-0388.fits,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\catalog\main_sequence.csv,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step1_redshift\main_sequence\spec-0299-51671-0388.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step2_noise\main_sequence\spec-0299-51671-0388.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step3_normalised\main_sequence\spec-0299-51671-0388.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step4_resampled\main_sequence\spec-0299-51671-0388.npz
3.40184e+17,main_sequence,212.87341,0.5139153,-2e-05,302,51688,590,STAR,G2,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0302-51688-0590.fits,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\catalog\main_sequence.csv,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step1_redshift\main_sequence\spec-0302-51688-0590.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step2_noise\main_sequence\spec-0302-51688-0590.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step3_normalised\main_sequence\spec-0302-51688-0590.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step4_resampled\main_sequence\spec-0302-51688-0590.npz
3.41227e+17,main_sequence,212.4215,-0.87016008,-0.000145564,303,51615,288,STAR,G0,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0303-51615-0288.fits,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\catalog\main_sequence.csv,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step1_redshift\main_sequence\spec-0303-51615-0288.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step2_noise\main_sequence\spec-0303-51615-0288.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step3_normalised\main_sequence\spec-0303-51615-0288.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step4_resampled\main_sequence\spec-0303-51615-0288.npz
3.38897e+17,main_sequence,210.49627,-0.9625698,-1.63e-05,301,51942,5,STAR,G2,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0301-51942-0005.fits,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\catalog\main_sequence.csv,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step1_redshift\main_sequence\spec-0301-51942-0005.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step2_noise\main_sequence\spec-0301-51942-0005.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step3_normalised\main_sequence\spec-0301-51942-0005.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step4_resampled\main_sequence\spec-0301-51942-0005.npz
3.38913e+17,main_sequence,210.48741,-0.33873953,6.54e-05,301,51942,64,STAR,G2,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0301-51942-0064.fits,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\catalog\main_sequence.csv,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step1_redshift\main_sequence\spec-0301-51942-0064.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step2_noise\main_sequence\spec-0301-51942-0064.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step3_normalised\main_sequence\spec-0301-51942-0064.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step4_resampled\main_sequence\spec-0301-51942-0064.npz
3.38986e+17,main_sequence,208.84792,0.98227737,-0.000214612,301,51942,326,STAR,G2,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0301-51942-0326.fits,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\catalog\main_sequence.csv,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step1_redshift\main_sequence\spec-0301-51942-0326.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step2_noise\main_sequence\spec-0301-51942-0326.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step3_normalised\main_sequence\spec-0301-51942-0326.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step4_resampled\main_sequence\spec-0301-51942-0326.npz
3.64933e+17,main_sequence,183.39272,0.58146935,6.93e-05,324,51666,515,STAR,G2,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0324-51666-0515.fits,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\catalog\main_sequence.csv,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step1_redshift\main_sequence\spec-0324-51666-0515.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step2_noise\main_sequence\spec-0324-51666-0515.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step3_normalised\main_sequence\spec-0324-51666-0515.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step4_resampled\main_sequence\spec-0324-51666-0515.npz
3.64943e+17,main_sequence,183.71806,0.11162253,0.000819516,324,51666,551,STAR,G2,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0324-51666-0551.fits,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\catalog\main_sequence.csv,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step1_redshift\main_sequence\spec-0324-51666-0551.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step2_noise\main_sequence\spec-0324-51666-0551.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step3_normalised\main_sequence\spec-0324-51666-0551.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step4_resampled\main_sequence\spec-0324-51666-0551.npz
3.64948e+17,main_sequence,183.65918,1.2192935,0.000125977,324,51666,568,STAR,G2,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0324-51666-0568.fits,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\catalog\main_sequence.csv,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step1_redshift\main_sequence\spec-0324-51666-0568.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step2_noise\main_sequence\spec-0324-51666-0568.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step3_normalised\main_sequence\spec-0324-51666-0568.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step4_resampled\main_sequence\spec-0324-51666-0568.npz
3.67084e+17,main_sequence,172.12291,-2.736999,0.000137211,326,52375,148,STAR,G0,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0326-52375-0148.fits,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\catalog\main_sequence.csv,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step1_redshift\main_sequence\spec-0326-52375-0148.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step2_noise\main_sequence\spec-0326-52375-0148.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step3_normalised\main_sequence\spec-0326-52375-0148.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step4_resampled\main_sequence\spec-0326-52375-0148.npz
3.67156e+17,main_sequence,171.67642,-1.4804328,2.63e-05,326,52375,409,STAR,G2,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0326-52375-0409.fits,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\catalog\main_sequence.csv,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step1_redshift\main_sequence\spec-0326-52375-0409.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step2_noise\main_sequence\spec-0326-52375-0409.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step3_normalised\main_sequence\spec-0326-52375-0409.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step4_resampled\main_sequence\spec-0326-52375-0409.npz
3.25437e+17,main_sequence,186.65779,-0.60189733,0.000177461,289,51990,187,STAR,G0,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0289-51990-0187.fits,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\catalog\main_sequence.csv,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step1_redshift\main_sequence\spec-0289-51990-0187.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step2_noise\main_sequence\spec-0289-51990-0187.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step3_normalised\main_sequence\spec-0289-51990-0187.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step4_resampled\main_sequence\spec-0289-51990-0187.npz
3.25522e+17,main_sequence,187.00288,0.29334685,0.000179221,289,51990,499,STAR,G2,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0289-51990-0499.fits,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\catalog\main_sequence.csv,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step1_redshift\main_sequence\spec-0289-51990-0499.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step2_noise\main_sequence\spec-0289-51990-0499.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step3_normalised\main_sequence\spec-0289-51990-0499.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step4_resampled\main_sequence\spec-0289-51990-0499.npz
3.26526e+17,main_sequence,189.48687,-1.1061887,0.000307386,290,51941,53,STAR,G2,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0290-51941-0053.fits,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\catalog\main_sequence.csv,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step1_redshift\main_sequence\spec-0290-51941-0053.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step2_noise\main_sequence\spec-0290-51941-0053.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step3_normalised\main_sequence\spec-0290-51941-0053.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step4_resampled\main_sequence\spec-0290-51941-0053.npz
3.2655e+17,main_sequence,189.38184,-0.31355996,-8.91e-06,290,51941,141,STAR,G0,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0290-51941-0141.fits,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\catalog\main_sequence.csv,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step1_redshift\main_sequence\spec-0290-51941-0141.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step2_noise\main_sequence\spec-0290-51941-0141.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step3_normalised\main_sequence\spec-0290-51941-0141.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step4_resampled\main_sequence\spec-0290-51941-0141.npz
3.26568e+17,main_sequence,188.82939,-0.78214411,1.44e-05,290,51941,208,STAR,G2,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0290-51941-0208.fits,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\catalog\main_sequence.csv,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step1_redshift\main_sequence\spec-0290-51941-0208.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step2_noise\main_sequence\spec-0290-51941-0208.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step3_normalised\main_sequence\spec-0290-51941-0208.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step4_resampled\main_sequence\spec-0290-51941-0208.npz
3.26618e+17,main_sequence,188.43508,0.57571607,-9.92e-05,290,51941,390,STAR,G2,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0290-51941-0390.fits,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\catalog\main_sequence.csv,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step1_redshift\main_sequence\spec-0290-51941-0390.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step2_noise\main_sequence\spec-0290-51941-0390.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step3_normalised\main_sequence\spec-0290-51941-0390.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step4_resampled\main_sequence\spec-0290-51941-0390.npz
3.20907e+17,main_sequence,179.78504,-1.144067,0.000197257,285,51930,91,STAR,G2,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0285-51930-0091.fits,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\catalog\main_sequence.csv,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step1_redshift\main_sequence\spec-0285-51930-0091.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step2_noise\main_sequence\spec-0285-51930-0091.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step3_normalised\main_sequence\spec-0285-51930-0091.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step4_resampled\main_sequence\spec-0285-51930-0091.npz
3.20918e+17,main_sequence,179.68465,-0.9934841,0.000445421,285,51930,133,STAR,G0,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0285-51930-0133.fits,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\catalog\main_sequence.csv,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step1_redshift\main_sequence\spec-0285-51930-0133.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step2_noise\main_sequence\spec-0285-51930-0133.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step3_normalised\main_sequence\spec-0285-51930-0133.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step4_resampled\main_sequence\spec-0285-51930-0133.npz
3.20957e+17,main_sequence,179.37346,-0.29715926,0.00022143,285,51930,276,STAR,G0,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0285-51930-0276.fits,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\catalog\main_sequence.csv,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step1_redshift\main_sequence\spec-0285-51930-0276.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step2_noise\main_sequence\spec-0285-51930-0276.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step3_normalised\main_sequence\spec-0285-51930-0276.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step4_resampled\main_sequence\spec-0285-51930-0276.npz
3.20959e+17,main_sequence,178.69082,-1.20959,-9.06e-07,285,51930,281,STAR,G2,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0285-51930-0281.fits,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\catalog\main_sequence.csv,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step1_redshift\main_sequence\spec-0285-51930-0281.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step2_noise\main_sequence\spec-0285-51930-0281.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step3_normalised\main_sequence\spec-0285-51930-0281.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step4_resampled\main_sequence\spec-0285-51930-0281.npz
3.20961e+17,main_sequence,179.1643,-1.1768044,0.000352133,285,51930,288,STAR,G0,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0285-51930-0288.fits,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\catalog\main_sequence.csv,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step1_redshift\main_sequence\spec-0285-51930-0288.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step2_noise\main_sequence\spec-0285-51930-0288.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step3_normalised\main_sequence\spec-0285-51930-0288.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step4_resampled\main_sequence\spec-0285-51930-0288.npz
3.10807e+17,main_sequence,163.1627,-0.94347255,0.000114978,276,51909,212,STAR,G2,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0276-51909-0212.fits,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\catalog\main_sequence.csv,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step1_redshift\main_sequence\spec-0276-51909-0212.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step2_noise\main_sequence\spec-0276-51909-0212.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step3_normalised\main_sequence\spec-0276-51909-0212.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step4_resampled\main_sequence\spec-0276-51909-0212.npz
3.10873e+17,main_sequence,163.0932,0.96880015,0.000210132,276,51909,452,STAR,G2,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0276-51909-0452.fits,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\catalog\main_sequence.csv,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step1_redshift\main_sequence\spec-0276-51909-0452.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step2_noise\main_sequence\spec-0276-51909-0452.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step3_normalised\main_sequence\spec-0276-51909-0452.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step4_resampled\main_sequence\spec-0276-51909-0452.npz
3.10907e+17,main_sequence,163.8697,1.0867901,3.31e-05,276,51909,576,STAR,G2,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0276-51909-0576.fits,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\catalog\main_sequence.csv,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step1_redshift\main_sequence\spec-0276-51909-0576.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step2_noise\main_sequence\spec-0276-51909-0576.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step3_normalised\main_sequence\spec-0276-51909-0576.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step4_resampled\main_sequence\spec-0276-51909-0576.npz
3.1092e+17,main_sequence,164.74916,0.40929658,0.000126816,276,51909,625,STAR,G0,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0276-51909-0625.fits,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\catalog\main_sequence.csv,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step1_redshift\main_sequence\spec-0276-51909-0625.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step2_noise\main_sequence\spec-0276-51909-0625.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step3_normalised\main_sequence\spec-0276-51909-0625.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step4_resampled\main_sequence\spec-0276-51909-0625.npz
3.11895e+17,main_sequence,166.04396,-0.64859044,0.000188708,277,51908,76,STAR,G0,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0277-51908-0076.fits,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\catalog\main_sequence.csv,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step1_redshift\main_sequence\spec-0277-51908-0076.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step2_noise\main_sequence\spec-0277-51908-0076.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step3_normalised\main_sequence\spec-0277-51908-0076.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step4_resampled\main_sequence\spec-0277-51908-0076.npz
3.1196e+17,main_sequence,164.16242,-0.65293949,0.000257865,277,51908,313,STAR,G0,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0277-51908-0313.fits,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\catalog\main_sequence.csv,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step1_redshift\main_sequence\spec-0277-51908-0313.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step2_noise\main_sequence\spec-0277-51908-0313.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step3_normalised\main_sequence\spec-0277-51908-0313.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step4_resampled\main_sequence\spec-0277-51908-0313.npz
2.99652e+17,main_sequence,147.01354,0.15538982,0.001112312,266,51630,591,STAR,G2,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0266-51630-0591.fits,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\catalog\main_sequence.csv,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step1_redshift\main_sequence\spec-0266-51630-0591.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step2_noise\main_sequence\spec-0266-51630-0591.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step3_normalised\main_sequence\spec-0266-51630-0591.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step4_resampled\main_sequence\spec-0266-51630-0591.npz
2.9966e+17,main_sequence,146.98697,0.90994195,-0.000188706,266,51630,620,STAR,G2,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0266-51630-0620.fits,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\catalog\main_sequence.csv,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step1_redshift\main_sequence\spec-0266-51630-0620.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step2_noise\main_sequence\spec-0266-51630-0620.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step3_normalised\main_sequence\spec-0266-51630-0620.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step4_resampled\main_sequence\spec-0266-51630-0620.npz
3.00629e+17,main_sequence,148.5264,-0.97168901,0.000458912,267,51608,49,STAR,G0,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0267-51608-0049.fits,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\catalog\main_sequence.csv,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step1_redshift\main_sequence\spec-0267-51608-0049.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step2_noise\main_sequence\spec-0267-51608-0049.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step3_normalised\main_sequence\spec-0267-51608-0049.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step4_resampled\main_sequence\spec-0267-51608-0049.npz
3.00636e+17,main_sequence,148.98573,0.005366197,3.18e-05,267,51608,75,STAR,G2,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0267-51608-0075.fits,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\catalog\main_sequence.csv,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step1_redshift\main_sequence\spec-0267-51608-0075.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step2_noise\main_sequence\spec-0267-51608-0075.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step3_normalised\main_sequence\spec-0267-51608-0075.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step4_resampled\main_sequence\spec-0267-51608-0075.npz
3.0065e+17,main_sequence,148.1694,-1.1243151,0.000244145,267,51608,128,STAR,G2,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\main_sequence\spec-0267-51608-0128.fits,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\catalog\main_sequence.csv,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step1_redshift\main_sequence\spec-0267-51608-0128.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step2_noise\main_sequence\spec-0267-51608-0128.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step3_normalised\main_sequence\spec-0267-51608-0128.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step4_resampled\main_sequence\spec-0267-51608-0128.npz
